location,datetime,res_stor_content,res_forebay_elev,daily_mean_comp_inflow,daily_mean_air_temp,daily_min_air_temp,daily_max_air_temp,tot_precip_daily,tot_year_precip,daily_mean_tot_dis,daily_mean_river_dis,daily_mean_spill_dis,daily_mean_gate_opening
Shadehill,"2021-03-14 00:00",92607.0,2266.03,64.522,40.159,30.56,48.47,0.0,3.29,43.347,43.347,0.0,0.318
Shadehill,"2021-03-15 00:00",92565.0,2266.02,22.174,32.657,31.22,34.22,0.0,3.29,43.349,43.349,0.0,0.318
Shadehill,"2021-03-16 00:00",92523.0,2266.01,22.169,34.937,32.13,39.32,0.0,3.29,43.344,43.344,0.0,0.318
Shadehill,"2021-03-17 00:00",92439.0,2265.99,-4.995,38.263,32.0,44.16,0.0,3.29,37.355,37.355,0.0,0.274
Shadehill,"2021-03-18 00:00",92396.0,2265.98,9.023,38.831,33.31,47.03,0.0,3.29,30.703,30.703,0.0,0.225
Shadehill,"2021-03-19 00:00",92396.0,2265.98,30.693,43.125,26.77,61.55,0.0,3.29,30.693,30.693,0.0,0.225
Shadehill,"2021-03-20 00:00",92312.0,2265.96,-11.696,47.202,30.82,69.13,0.0,3.29,30.654,30.654,0.0,0.225
Shadehill,"2021-03-21 00:00",92228.0,2265.94,-11.785,46.701,36.71,58.54,0.0,3.29,30.565,30.565,0.0,0.225
Shadehill,"2021-03-22 00:00",92144.0,2265.92,-11.843,44.083,23.11,57.75,0.0,3.29,30.507,30.507,0.0,0.225
Shadehill,"2021-03-23 00:00",91976.0,2265.88,-54.31,44.149,33.57,53.18,0.0,3.29,30.39,30.39,0.0,0.225
Shadehill,"2021-03-24 00:00",91641.0,2265.8,-138.646,38.916,32.13,49.91,0.0,3.29,30.25,30.25,0.0,0.225
Shadehill,"2021-03-25 00:00",91516.0,2265.77,-33.021,43.181,25.72,58.93,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-03-26 00:00",91516.0,2265.77,30.0,42.146,35.27,50.04,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-03-27 00:00",91516.0,2265.77,30.0,39.619,32.0,48.34,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-03-28 00:00",91641.0,2265.8,93.021,47.008,22.72,69.0,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-03-29 00:00",91809.0,2265.84,114.817,46.512,31.87,63.25,0.0,3.29,30.117,30.117,0.0,0.225
Shadehill,"2021-03-30 00:00",91265.0,2265.71,-244.248,29.148,22.59,35.79,0.0,3.29,30.018,30.018,0.0,0.225
Shadehill,"2021-03-31 00:00",91098.0,2265.67,-54.196,33.861,17.62,49.13,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-01 00:00",91015.0,2265.65,-11.846,46.56,23.5,66.91,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-02 00:00",90849.0,2265.61,-53.692,56.464,34.48,75.4,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-03 00:00",90766.0,2265.59,-11.846,56.912,30.95,78.41,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-04 00:00",90724.0,2265.58,8.825,58.378,39.06,79.46,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-05 00:00",90558.0,2265.54,-53.692,53.296,39.32,65.99,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-06 00:00",90475.0,2265.52,-11.846,45.838,39.19,50.56,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-07 00:00",90392.0,2265.5,-11.846,47.495,34.75,62.33,0.0,3.29,30.0,30.0,0.0,0.225
Shadehill,"2021-04-08 00:00",90267.0,2265.47,-38.385,50.124,30.69,71.09,0.0,3.29,24.635,24.635,0.0,0.185
Shadehill,"2021-04-09 00:00",90143.0,2265.44,-42.517,46.558,38.67,55.79,0.0,3.29,20.0,20.0,0.0,0.15
Shadehill,"2021-04-10 00:00",89978.0,2265.4,-63.188,50.751,31.48,67.56,0.0,3.29,20.0,20.0,0.0,0.15
Shadehill,"2021-04-11 00:00",89936.0,2265.39,-1.175,42.362,36.84,51.61,0.06,3.35,20.0,20.0,0.0,0.15
Shadehill,"2021-04-12 00:00",89772.0,2265.35,-62.683,36.325,29.39,40.37,0.0,3.35,20.0,20.0,0.0,0.15
Shadehill,"2021-04-13 00:00",89566.0,2265.3,-83.858,32.034,28.08,36.97,0.0,3.35,20.0,20.0,0.0,0.15
Shadehill,"2021-04-14 00:00",89442.0,2265.27,-42.517,33.098,27.16,44.29,0.0,3.35,20.0,20.0,0.0,0.15
Shadehill,"2021-04-15 00:00",89360.0,2265.25,-21.342,36.049,27.56,41.67,0.01,3.36,20.0,20.0,0.0,0.15
Shadehill,"2021-04-16 00:00",89278.0,2265.23,-21.342,39.509,33.57,44.16,0.05,3.41,20.0,20.0,0.0,0.15
Shadehill,"2021-04-17 00:00",89196.0,2265.21,-21.342,43.627,29.78,58.15,0.0,3.41,20.0,20.0,0.0,0.15
Shadehill,"2021-04-18 00:00",88990.0,2265.16,-83.893,43.31,35.01,55.4,0.0,3.41,19.965,19.965,0.0,0.15
Shadehill,"2021-04-19 00:00",88949.0,2265.15,-0.777,34.418,29.65,40.76,0.0,3.41,19.894,19.894,0.0,0.15
Shadehill,"2021-04-20 00:00",88786.0,2265.11,-62.35,34.036,25.2,38.67,0.0,3.41,19.829,19.829,0.0,0.15
Shadehill,"2021-04-21 00:00",88745.0,2265.1,-0.899,40.064,21.8,54.36,0.0,3.41,19.772,19.772,0.0,0.15
Shadehill,"2021-04-22 00:00",88541.0,2265.05,-83.153,45.149,30.82,57.36,0.0,3.41,19.697,19.697,0.0,0.15
Shadehill,"2021-04-23 00:00",88418.0,2265.02,-42.426,34.633,30.56,38.41,0.0,3.41,19.587,19.587,0.0,0.15
Shadehill,"2021-04-24 00:00",88296.0,2264.99,-41.969,39.441,24.16,52.0,0.0,3.41,19.54,19.54,0.0,0.15
Shadehill,"2021-04-25 00:00",88214.0,2264.97,-21.842,44.819,36.58,56.45,0.0,3.41,19.5,19.5,0.0,0.15
Shadehill,"2021-04-26 00:00",88173.0,2264.96,-1.171,45.607,39.19,55.27,0.1,3.51,19.5,19.5,0.0,0.15
Shadehill,"2021-04-27 00:00",88092.0,2264.94,-21.338,53.463,46.38,64.03,0.03,3.54,19.5,19.5,0.0,0.15
Shadehill,"2021-04-28 00:00",88011.0,2264.92,-21.338,58.424,45.86,70.31,0.0,3.54,19.5,19.5,0.0,0.15
Shadehill,"2021-04-29 00:00",87889.0,2264.89,-42.008,56.917,37.49,75.14,0.0,3.54,19.5,19.5,0.0,0.15
Shadehill,"2021-04-30 00:00",87808.0,2264.87,-21.338,61.524,37.23,83.25,0.0,3.54,19.5,19.5,0.0,0.15
Shadehill,"2021-05-01 00:00",87727.0,2264.85,-21.338,66.867,51.09,81.16,0.0,3.54,19.5,19.5,0.0,0.15
Shadehill,"2021-05-02 00:00",87606.0,2264.82,-41.504,55.934,49.39,63.25,0.19,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-03 00:00",87565.0,2264.81,-1.171,50.694,41.54,59.32,0.0,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-04 00:00",87484.0,2264.79,-21.338,49.129,27.42,63.38,0.0,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-05 00:00",87403.0,2264.77,-21.338,48.621,40.63,57.1,0.0,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-06 00:00",87161.0,2264.71,-102.508,53.317,38.41,67.69,0.0,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-07 00:00",86959.0,2264.66,-82.342,50.832,32.92,64.16,0.0,3.73,19.5,19.5,0.0,0.15
Shadehill,"2021-05-08 00:00",87080.0,2264.69,80.504,39.255,35.4,49.0,0.38,4.11,19.5,19.5,0.0,0.15
Shadehill,"2021-05-09 00:00",87201.0,2264.72,80.504,39.551,35.01,47.17,0.22,4.33,19.5,19.5,0.0,0.15
Shadehill,"2021-05-10 00:00",87201.0,2264.72,19.5,46.85,34.61,59.06,0.24,4.57,19.5,19.5,0.0,0.15
Shadehill,"2021-05-11 00:00",87161.0,2264.71,-0.667,51.431,34.48,64.03,0.01,4.58,19.5,19.5,0.0,0.15
Shadehill,"2021-05-12 00:00",87040.0,2264.68,-41.504,55.569,42.33,66.25,0.0,4.58,19.5,19.5,0.0,0.15
Shadehill,"2021-05-13 00:00",86959.0,2264.66,-21.338,57.038,40.63,68.87,0.0,4.58,19.5,19.5,0.0,0.15
Shadehill,"2021-05-14 00:00",86879.0,2264.64,-20.833,59.693,45.99,71.87,0.0,4.58,19.5,19.5,0.0,0.15
Shadehill,"2021-05-15 00:00",86759.0,2264.61,-41.0,61.627,45.99,73.97,0.0,4.58,19.5,19.5,0.0,0.15
Shadehill,"2021-05-16 00:00",86679.0,2264.59,-20.843,62.914,44.55,74.1,0.0,4.58,19.49,19.49,0.0,0.15
Shadehill,"2021-05-17 00:00",86478.0,2264.54,-81.917,62.018,49.13,72.79,0.0,4.58,19.42,19.42,0.0,0.15
Shadehill,"2021-05-18 00:00",86398.0,2264.52,-20.989,67.14,52.26,79.06,0.0,4.58,19.344,19.344,0.0,0.15
Shadehill,"2021-05-19 00:00",86318.0,2264.5,-21.061,68.31,57.36,76.84,0.0,4.58,19.273,19.273,0.0,0.15
Shadehill,"2021-05-20 00:00",86158.0,2264.46,-61.47,69.294,48.34,81.81,0.04,4.62,19.197,19.197,0.0,0.15
Shadehill,"2021-05-21 00:00",85998.0,2264.42,-61.567,52.39,47.43,58.02,0.17,4.79,19.1,19.1,0.0,0.15
Shadehill,"2021-05-22 00:00",85878.0,2264.39,-41.489,48.669,44.81,53.44,0.06,4.85,19.011,19.011,0.0,0.15
Shadehill,"2021-05-23 00:00",86398.0,2264.52,281.223,54.398,46.9,68.34,0.88,5.73,19.057,19.057,0.0,0.15
Shadehill,"2021-05-24 00:00",86638.0,2264.58,140.403,63.624,50.3,75.67,0.57,6.3,19.403,19.403,0.0,0.15
Shadehill,"2021-05-25 00:00",86719.0,2264.6,60.31,59.722,51.35,66.51,0.0,6.3,19.472,19.472,0.0,0.15
Shadehill,"2021-05-26 00:00",86999.0,2264.67,160.667,46.685,43.9,50.04,0.44,6.74,19.5,19.5,0.0,0.15
Shadehill,"2021-05-27 00:00",87403.0,2264.77,223.183,42.682,37.36,45.6,0.42,7.16,19.5,19.5,0.0,0.15
Shadehill,"2021-05-28 00:00",87525.0,2264.8,81.008,50.778,43.5,61.94,0.0,7.16,19.5,19.5,0.0,0.15
Shadehill,"2021-05-29 00:00",87646.0,2264.83,80.504,57.088,47.82,68.08,0.02,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-05-30 00:00",87727.0,2264.85,60.338,61.101,45.86,72.27,0.0,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-05-31 00:00",87727.0,2264.85,19.5,63.124,43.77,75.93,0.0,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-06-01 00:00",87808.0,2264.87,60.338,67.961,55.53,79.46,0.0,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-06-02 00:00",87970.0,2264.91,101.175,70.11,55.53,82.46,0.0,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-06-03 00:00",88173.0,2264.96,121.846,76.134,60.11,92.27,0.0,7.18,19.5,19.5,0.0,0.15
Shadehill,"2021-06-04 00:00",88296.0,2264.99,81.513,79.418,59.98,96.06,0.05,7.23,19.5,19.5,0.0,0.15
Shadehill,"2021-06-05 00:00",88214.0,2264.97,-21.842,82.027,67.69,95.14,0.0,7.23,19.5,19.5,0.0,0.15
Shadehill,"2021-06-06 00:00",88011.0,2264.92,-82.846,70.584,57.62,78.54,0.0,7.23,19.5,19.5,0.0,0.15
Shadehill,"2021-06-07 00:00",87929.0,2264.9,-21.842,72.29,52.13,88.87,0.0,7.23,19.5,19.5,0.0,0.15
Shadehill,"2021-06-08 00:00",87768.0,2264.86,-61.671,72.9,61.55,92.53,0.52,7.75,19.5,19.5,0.0,0.15
Shadehill,"2021-06-09 00:00",88133.0,2264.95,203.521,72.896,63.38,83.64,0.26,8.01,19.5,19.5,0.0,0.15
Shadehill,"2021-06-10 00:00",88377.0,2265.01,142.528,79.843,65.34,92.27,0.02,8.03,19.511,19.511,0.0,0.15
Shadehill,"2021-06-11 00:00",88377.0,2265.01,19.617,67.192,59.45,75.53,0.0,8.03,19.617,19.617,0.0,0.15
Shadehill,"2021-06-12 00:00",88214.0,2264.97,-62.679,69.805,48.21,85.99,0.0,8.03,19.501,19.501,0.0,0.15
Shadehill,"2021-06-13 00:00",88092.0,2264.94,-42.008,71.193,58.54,82.2,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-14 00:00",87970.0,2264.91,-42.008,72.718,57.1,86.52,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-15 00:00",87808.0,2264.87,-62.175,74.828,57.62,89.13,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-16 00:00",87727.0,2264.85,-21.338,76.457,64.68,85.47,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-17 00:00",87606.0,2264.82,-41.504,72.547,56.45,85.73,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-18 00:00",87403.0,2264.77,-82.846,70.688,56.19,81.81,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-19 00:00",87201.0,2264.72,-82.342,68.508,48.34,83.12,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-20 00:00",86999.0,2264.67,-82.342,64.413,54.09,72.0,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-21 00:00",86919.0,2264.65,-20.833,61.701,46.77,75.01,0.0,8.03,19.5,19.5,0.0,0.15
Shadehill,"2021-06-22 00:00",86598.0,2264.57,-142.352,69.345,47.56,86.25,0.0,8.03,19.486,19.486,0.0,0.15
Shadehill,"2021-06-23 00:00",86558.0,2264.56,-0.747,77.682,55.01,97.76,0.0,8.03,19.419,19.419,0.0,0.15
Shadehill,"2021-06-24 00:00",86358.0,2264.51,-81.48,73.986,59.58,86.25,0.0,8.03,19.354,19.354,0.0,0.15
Shadehill,"2021-06-25 00:00",86318.0,2264.5,-0.905,66.123,61.02,71.48,0.01,8.04,19.262,19.262,0.0,0.15
Shadehill,"2021-06-26 00:00",86158.0,2264.46,-61.467,67.475,56.06,76.32,0.0,8.04,19.2,19.2,0.0,0.15
Shadehill,"2021-06-27 00:00",86078.0,2264.44,-21.216,68.91,58.02,79.98,0.0,8.04,19.117,19.117,0.0,0.15
Shadehill,"2021-06-28 00:00",85878.0,2264.39,-81.796,68.736,55.79,80.76,0.0,8.04,19.037,19.037,0.0,0.15
Shadehill,"2021-06-29 00:00",85720.0,2264.35,-60.658,72.614,50.83,87.56,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-06-30 00:00",85561.0,2264.31,-61.163,76.083,57.75,91.88,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-07-01 00:00",85362.0,2264.26,-81.329,78.355,60.24,92.27,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-07-02 00:00",85164.0,2264.21,-80.825,81.341,70.7,90.96,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-07-03 00:00",85085.0,2264.19,-20.829,86.102,71.87,101.29,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-07-04 00:00",84927.0,2264.15,-60.658,82.293,69.26,95.28,0.0,8.04,19.0,19.0,0.0,0.15
Shadehill,"2021-07-05 00:00",84770.0,2264.11,-60.154,76.953,67.17,90.05,0.19,8.23,19.0,19.0,0.0,0.15
Shadehill,"2021-07-06 00:00",84691.0,2264.09,-20.829,69.587,60.37,75.93,0.11,8.34,19.0,19.0,0.0,0.15
Shadehill,"2021-07-07 00:00",84613.0,2264.07,-20.325,66.883,59.45,77.63,0.01,8.35,19.0,19.0,0.0,0.15
Shadehill,"2021-07-08 00:00",84534.0,2264.05,-20.829,70.188,62.46,83.12,0.16,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-09 00:00",84495.0,2264.04,-0.663,71.194,64.81,78.67,0.0,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-10 00:00",84416.0,2264.02,-20.829,73.673,62.72,83.77,0.0,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-11 00:00",84259.0,2263.98,-60.154,75.478,59.85,87.95,0.0,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-12 00:00",84102.0,2263.94,-60.154,75.603,64.42,84.82,0.0,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-13 00:00",83985.0,2263.91,-39.988,73.65,59.85,85.86,0.0,8.51,19.0,19.0,0.0,0.15
Shadehill,"2021-07-14 00:00",83868.0,2263.88,-39.988,71.24,62.72,80.37,0.04,8.55,19.0,19.0,0.0,0.15
Shadehill,"2021-07-15 00:00",83713.0,2263.84,-59.146,75.287,59.98,86.25,0.0,8.55,19.0,19.0,0.0,0.15
Shadehill,"2021-07-16 00:00",83168.0,2263.7,-255.828,78.861,65.73,90.7,0.0,8.55,18.943,18.943,0.0,0.15
Shadehill,"2021-07-17 00:00",83285.0,2263.73,77.789,78.508,64.55,90.83,0.0,8.55,18.802,18.802,0.0,0.15
Shadehill,"2021-07-18 00:00",83246.0,2263.72,-0.863,81.554,66.38,94.88,0.0,8.55,18.8,18.8,0.0,0.15
Shadehill,"2021-07-19 00:00",83091.0,2263.68,-59.398,81.687,64.29,97.24,0.0,8.55,18.748,18.748,0.0,0.15
Shadehill,"2021-07-20 00:00",82821.0,2263.61,-117.509,80.501,62.59,94.36,0.0,8.55,18.616,18.616,0.0,0.15
Shadehill,"2021-07-21 00:00",82782.0,2263.6,-1.147,82.929,71.09,96.06,0.0,8.55,18.515,18.515,0.0,0.15
Shadehill,"2021-07-22 00:00",82628.0,2263.56,-59.141,83.355,70.17,99.46,0.01,8.56,18.501,18.501,0.0,0.15
Shadehill,"2021-07-23 00:00",82628.0,2263.56,18.5,76.895,68.21,91.75,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-24 00:00",82551.0,2263.54,-20.321,76.327,63.51,90.57,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-25 00:00",82358.0,2263.49,-78.804,78.485,59.19,95.8,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-26 00:00",82281.0,2263.47,-20.321,83.141,68.21,98.54,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-27 00:00",82051.0,2263.41,-97.458,84.246,60.24,106.13,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-28 00:00",81860.0,2263.36,-77.796,83.902,70.57,93.05,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-29 00:00",81708.0,2263.32,-58.133,68.855,61.68,75.67,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-30 00:00",81593.0,2263.29,-39.479,70.508,61.02,83.38,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-07-31 00:00",81403.0,2263.24,-77.292,75.141,63.77,85.86,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-08-01 00:00",81212.0,2263.19,-77.796,73.257,52.39,89.78,0.0,8.56,18.5,18.5,0.0,0.15
Shadehill,"2021-08-02 00:00",81099.0,2263.16,-38.512,72.845,54.75,89.65,0.0,8.56,18.459,18.459,0.0,0.15
Shadehill,"2021-08-03 00:00",80910.0,2263.11,-76.932,77.184,59.06,90.31,0.0,8.56,18.356,18.356,0.0,0.15
Shadehill,"2021-08-04 00:00",80834.0,2263.09,-20.06,79.018,68.08,92.4,0.0,8.56,18.257,18.257,0.0,0.15
Shadehill,"2021-08-05 00:00",80608.0,2263.03,-95.773,75.04,61.94,87.56,0.0,8.56,18.169,18.169,0.0,0.15
Shadehill,"2021-08-06 00:00",80495.0,2263.0,-38.925,72.665,59.98,82.59,0.0,8.56,18.046,18.046,0.0,0.15
Shadehill,"2021-08-07 00:00",80495.0,2263.0,18.0,68.183,62.72,76.58,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-08 00:00",80306.0,2262.95,-77.288,80.283,60.89,97.37,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-09 00:00",80118.0,2262.9,-76.783,74.295,61.94,82.59,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-10 00:00",79894.0,2262.84,-94.933,75.041,57.89,90.7,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-11 00:00",79707.0,2262.79,-76.279,76.2,57.36,92.79,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-12 00:00",79521.0,2262.74,-75.775,71.091,61.68,80.37,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-13 00:00",79409.0,2262.71,-38.467,70.304,53.57,86.12,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-14 00:00",79260.0,2262.67,-57.121,80.884,65.34,97.5,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-15 00:00",79186.0,2262.65,-19.308,82.643,64.68,99.33,0.0,8.56,18.0,18.0,0.0,0.15
Shadehill,"2021-08-16 00:00",78853.0,2262.56,-149.949,82.016,64.29,102.2,0.0,8.56,17.938,17.938,0.0,0.15
Shadehill,"2021-08-17 00:00",78705.0,2262.52,-56.739,86.558,68.34,101.68,0.0,8.56,17.877,17.877,0.0,0.15
Shadehill,"2021-08-18 00:00",78631.0,2262.5,-19.544,77.079,65.99,85.99,0.0,8.56,17.765,17.765,0.0,0.15
Shadehill,"2021-08-19 00:00",78484.0,2262.46,-56.422,67.576,57.1,84.16,0.0,8.56,17.691,17.691,0.0,0.15
Shadehill,"2021-08-20 00:00",78447.0,2262.45,-1.012,62.134,56.06,66.38,0.0,8.56,17.642,17.642,0.0,0.15
Shadehill,"2021-08-21 00:00",78190.0,2262.38,-112.012,64.583,52.66,76.58,0.0,8.56,17.558,17.558,0.0,0.15
Shadehill,"2021-08-22 00:00",78044.0,2262.34,-56.1,71.295,60.63,80.63,0.0,8.56,17.509,17.509,0.0,0.15
Shadehill,"2021-08-23 00:00",77861.0,2262.29,-74.763,72.616,50.43,92.92,0.0,8.56,17.5,17.5,0.0,0.15
Shadehill,"2021-08-24 00:00",77788.0,2262.27,-19.304,69.207,57.89,79.59,0.0,8.56,17.5,17.5,0.0,0.15
Shadehill,"2021-08-25 00:00",77569.0,2262.21,-92.913,63.739,53.05,77.23,0.0,8.56,17.5,17.5,0.0,0.15
Shadehill,"2021-08-26 00:00",77508.445,2262.193,-13.03,58.801,55.27,65.86,0.0,8.56,17.5,17.5,0.0,0.15
Shadehill,"2021-08-27 00:00",77447.891,2262.177,-12.978,,,,0.0,8.56,17.552,17.552,0.0,0.154
Shadehill,"2021-08-28 00:00",77387.336,2262.16,-12.926,,,,0.0,8.56,17.604,17.604,0.0,0.154
Shadehill,"2021-08-29 00:00",77326.781,2262.144,-12.874,,,,0.0,8.56,17.656,17.656,0.0,0.154
Shadehill,"2021-08-30 00:00",77266.227,2262.127,-12.822,,,,0.0,8.56,17.707,17.707,0.0,0.154
Shadehill,"2021-08-31 00:00",77205.672,2262.11,-12.77,,,,0.0,8.56,17.759,17.759,0.0,0.154
Shadehill,"2021-09-01 00:00",77145.117,2262.094,-12.719,,,,0.0,8.56,17.811,17.811,0.0,0.154
Shadehill,"2021-09-02 00:00",77084.562,2262.077,-12.667,65.265,64.81,65.34,0.0,8.56,17.863,17.863,0.0,0.154
Shadehill,"2021-09-03 00:00",77024.0,2262.06,-12.619,62.158,55.92,74.49,0.0,8.56,17.915,17.915,0.0,0.154
Shadehill,"2021-09-04 00:00",76952.0,2262.04,-18.333,64.529,50.83,79.59,0.0,8.56,17.967,17.967,0.0,0.154
Shadehill,"2021-09-05 00:00",76880.0,2262.02,-18.333,69.33,51.09,87.04,0.0,8.56,17.967,17.967,0.0,0.154
Shadehill,"2021-09-06 00:00",76699.0,2261.97,-73.303,74.209,57.1,94.36,0.0,8.56,17.952,17.952,0.0,0.154
Shadehill,"2021-09-07 00:00",76555.0,2261.93,-54.766,67.515,52.79,79.85,0.0,8.56,17.834,17.834,0.0,0.154
Shadehill,"2021-09-08 00:00",76375.0,2261.88,-73.015,63.581,49.52,77.76,0.0,8.56,17.735,17.735,0.0,0.154
Shadehill,"2021-09-09 00:00",76340.0,2261.87,-0.006,68.972,50.83,89.13,0.0,8.56,17.64,17.64,0.0,0.154
Shadehill,"2021-09-10 00:00",76196.0,2261.83,-55.033,73.284,57.62,93.31,0.0,8.56,17.567,17.567,0.0,0.154
Shadehill,"2021-09-11 00:00",76017.0,2261.78,-72.778,64.258,54.22,72.27,0.0,8.56,17.468,17.468,0.0,0.154
Shadehill,"2021-09-12 00:00",75874.0,2261.74,-54.643,62.394,44.94,77.76,0.0,8.56,17.453,17.453,0.0,0.154
Shadehill,"2021-09-13 00:00",75803.0,2261.72,-18.343,64.725,55.79,78.67,0.01,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-14 00:00",75731.0,2261.7,-18.847,63.714,50.56,76.58,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-15 00:00",75696.0,2261.69,-0.192,68.643,50.43,87.56,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-16 00:00",75589.0,2261.66,-36.493,63.725,55.14,76.84,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-17 00:00",75482.0,2261.63,-36.493,60.309,43.5,71.35,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-18 00:00",75412.0,2261.61,-17.838,72.999,46.64,94.23,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-19 00:00",75305.0,2261.58,-36.493,72.408,53.57,83.51,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-20 00:00",75234.0,2261.56,-18.343,58.141,50.56,67.04,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-21 00:00",75128.0,2261.53,-35.988,58.647,45.86,71.48,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-22 00:00",74987.0,2261.49,-53.634,66.443,49.13,83.12,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-23 00:00",74881.0,2261.46,-35.988,65.548,46.64,82.33,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-24 00:00",74810.0,2261.44,-18.343,57.908,46.77,67.95,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-25 00:00",74740.0,2261.42,-17.838,64.282,37.23,86.12,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-26 00:00",74599.0,2261.38,-53.634,71.695,53.96,90.83,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-27 00:00",74530.0,2261.36,-17.334,70.144,48.6,92.14,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-28 00:00",74424.0,2261.33,-35.988,74.011,49.78,93.45,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-29 00:00",74354.0,2261.31,-17.838,60.566,53.18,78.54,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-09-30 00:00",74319.0,2261.3,-0.192,62.027,55.4,72.53,0.0,8.57,17.453,17.453,0.0,0.154
Shadehill,"2021-10-01 00:00",74214.0,2261.27,-35.484,61.067,48.21,76.06,0.0,0.0,17.453,17.453,0.0,0.154
