location,datetime,res_stor_content,res_forebay_elev,daily_mean_comp_inflow,daily_mean_air_temp,daily_min_air_temp,daily_max_air_temp,tot_precip_daily,tot_year_precip,daily_mean_tot_dis,daily_mean_river_dis,daily_mean_spill_dis,daily_mean_gate_opening
Shadehill,"2022-09-05 00:00",94861.0,2266.535,20.5,59.603,59.32,64.55,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-06 00:00",94718.0,2266.51,-51.596,,,,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-07 00:00",94575.0,2266.485,-51.596,,,,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-08 00:00",94432.0,2266.46,-51.596,66.02,50.7,79.06,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-09 00:00",94261.0,2266.42,-65.713,53.848,47.82,61.68,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-10 00:00",94176.0,2266.4,-22.354,54.706,41.28,67.17,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-11 00:00",94133.0,2266.39,-1.179,59.771,37.49,85.34,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-12 00:00",94049.0,2266.37,-21.85,65.634,41.15,93.45,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-13 00:00",93878.0,2266.33,-86.213,60.366,47.3,74.62,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-14 00:00",93793.0,2266.31,-36.128,63.891,48.73,84.42,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-15 00:00",93665.0,2266.28,-44.033,55.521,52.13,62.72,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-16 00:00",93623.0,2266.27,-0.675,59.343,51.35,76.84,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-17 00:00",93623.0,2266.27,20.5,60.021,51.35,77.89,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-18 00:00",93580.0,2266.26,-1.179,64.958,48.34,86.52,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-19 00:00",93623.0,2266.27,42.179,69.311,53.96,88.08,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-20 00:00",93453.0,2266.23,-65.208,59.487,49.65,67.3,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-21 00:00",93326.0,2266.2,-43.529,51.544,39.06,60.89,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-22 00:00",93326.0,2266.2,20.5,46.514,31.48,58.8,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-23 00:00",93241.0,2266.18,-22.354,55.671,45.6,64.95,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-24 00:00",93071.0,2266.14,-65.208,57.39,49.13,69.39,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-25 00:00",92988.0,2266.12,-21.346,55.922,46.38,67.56,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-26 00:00",92903.0,2266.1,-22.354,58.13,41.81,77.36,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-27 00:00",92776.0,2266.07,-43.529,54.984,41.02,69.39,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-28 00:00",92776.0,2266.07,20.5,58.992,37.75,79.59,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-29 00:00",92692.0,2266.05,-21.85,65.975,49.26,91.22,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-09-30 00:00",92565.0,2266.02,-43.529,62.881,47.69,84.16,0.0,1.32,20.5,20.5,0.0,0.15
Shadehill,"2022-10-01 00:00",92439.0,2265.99,-43.026,59.032,49.0,76.58,0.0,0.0,20.499,20.499,0.0,0.15
Shadehill,"2022-10-02 00:00",92439.0,2265.99,20.475,59.321,45.99,82.86,0.0,0.0,20.475,20.475,0.0,0.15
Shadehill,"2022-10-03 00:00",92354.0,2265.97,-22.417,56.905,48.34,72.79,0.0,0.0,20.437,20.437,0.0,0.15
Shadehill,"2022-10-04 00:00",92312.0,2265.96,-0.759,55.585,44.42,71.87,0.0,0.0,20.416,20.416,0.0,0.15
Shadehill,"2022-10-05 00:00",92228.0,2265.94,-21.966,60.305,46.64,83.64,0.0,0.0,20.385,20.385,0.0,0.15
Shadehill,"2022-10-06 00:00",92060.0,2265.9,-64.409,39.772,28.21,57.49,0.0,0.0,20.291,20.291,0.0,0.15
Shadehill,"2022-10-07 00:00",92102.0,2265.91,41.433,37.037,16.44,53.44,0.0,0.0,20.258,20.258,0.0,0.15
Shadehill,"2022-10-08 00:00",92060.0,2265.9,-0.922,49.462,33.31,67.17,0.0,0.0,20.253,20.253,0.0,0.15
Shadehill,"2022-10-09 00:00",91976.0,2265.88,-22.126,53.82,42.46,70.83,0.0,0.0,20.224,20.224,0.0,0.15
Shadehill,"2022-10-10 00:00",92060.0,2265.9,62.569,54.524,36.97,71.35,0.0,0.0,20.219,20.219,0.0,0.15
Shadehill,"2022-10-11 00:00",91893.0,2265.86,-63.992,51.296,42.46,59.06,0.0,0.0,20.204,20.204,0.0,0.15
Shadehill,"2022-10-12 00:00",91725.0,2265.82,-64.611,48.081,42.46,55.4,0.0,0.0,20.089,20.089,0.0,0.15
Shadehill,"2022-10-13 00:00",91641.0,2265.8,-22.342,45.195,37.23,54.22,0.0,0.0,20.008,20.008,0.0,0.15
Shadehill,"2022-10-14 00:00",91474.0,2265.76,-64.196,47.797,41.15,55.4,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-15 00:00",91265.0,2265.71,-85.371,49.415,39.45,56.19,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-16 00:00",91140.0,2265.68,-43.021,34.77,26.64,43.24,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-17 00:00",91056.0,2265.66,-22.35,36.519,24.68,46.25,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-18 00:00",91015.0,2265.65,-0.671,35.078,17.49,52.53,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-19 00:00",90973.0,2265.64,-1.175,49.732,26.64,70.44,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-20 00:00",91056.0,2265.66,61.846,55.185,40.37,74.23,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-21 00:00",91015.0,2265.65,-0.671,53.344,41.94,64.29,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-22 00:00",90891.0,2265.62,-42.517,45.444,38.54,52.79,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-23 00:00",90849.0,2265.61,-1.175,44.977,38.93,52.39,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-24 00:00",90641.0,2265.56,-84.867,32.96,30.17,38.14,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-25 00:00",90558.0,2265.54,-21.846,39.932,30.69,49.26,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-26 00:00",90558.0,2265.54,20.0,40.752,30.95,52.39,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-27 00:00",90475.0,2265.52,-21.846,42.794,30.82,54.62,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-28 00:00",90475.0,2265.52,20.0,44.496,32.0,60.76,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-29 00:00",90392.0,2265.5,-21.846,44.906,32.92,61.81,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-30 00:00",90433.0,2265.51,40.671,44.807,30.56,62.07,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-10-31 00:00",90433.0,2265.51,20.0,48.731,37.75,64.81,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-01 00:00",90433.0,2265.51,20.0,52.569,33.57,67.56,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-02 00:00",90309.0,2265.48,-42.517,56.321,39.45,69.13,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-03 00:00",90185.0,2265.45,-42.517,31.182,27.29,38.8,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-04 00:00",90226.0,2265.46,40.671,31.411,13.04,44.68,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-05 00:00",90226.0,2265.46,20.0,38.911,23.5,52.39,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-06 00:00",89855.0,2265.37,-167.046,30.367,16.05,39.58,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-07 00:00",89895.0,2265.38,40.167,23.029,8.08,34.22,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-08 00:00",89772.0,2265.35,-42.013,27.863,19.19,33.7,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-09 00:00",89772.0,2265.35,20.0,21.151,18.67,23.63,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-10 00:00",89607.0,2265.31,-63.188,13.198,7.03,21.15,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-11 00:00",89566.0,2265.3,-0.671,2.49,-7.47,8.47,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-12 00:00",89566.0,2265.3,20.0,2.465,-8.65,13.04,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-13 00:00",89525.0,2265.29,-0.671,12.106,7.29,15.0,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-14 00:00",89484.0,2265.28,-0.671,18.119,8.99,24.55,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-15 00:00",89401.0,2265.26,-21.846,10.373,-2.11,18.8,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-16 00:00",89401.0,2265.26,20.0,22.685,3.37,29.65,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-17 00:00",89319.0,2265.24,-21.45,13.213,7.95,21.02,0.0,0.0,19.892,19.892,0.0,0.15
Shadehill,"2022-11-18 00:00",89360.0,2265.25,40.671,14.556,3.63,24.03,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-19 00:00",89360.0,2265.25,20.0,19.775,15.53,25.46,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-20 00:00",89319.0,2265.24,-0.671,28.942,22.2,35.27,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-21 00:00",89278.0,2265.23,-0.671,27.602,22.06,36.31,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-22 00:00",89319.0,2265.24,40.671,33.965,24.55,42.72,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-23 00:00",89196.0,2265.21,-42.013,32.429,19.19,43.64,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-24 00:00",89154.0,2265.2,-1.177,34.885,27.69,44.81,0.0,0.0,19.998,19.998,0.0,0.15
Shadehill,"2022-11-25 00:00",89278.0,2265.23,82.517,43.153,32.92,54.75,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-26 00:00",89237.0,2265.22,-0.671,34.591,21.93,42.07,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-27 00:00",89360.0,2265.25,82.013,30.239,17.75,41.02,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-28 00:00",89237.0,2265.22,-42.013,26.769,15.0,33.83,0.0,0.0,20.0,20.0,0.0,0.15
Shadehill,"2022-11-29 00:00",89031.0,2265.17,-83.966,14.103,9.78,17.36,0.0,0.0,19.893,19.893,0.0,0.15
Shadehill,"2022-11-30 00:00",88827.0,2265.12,-83.35,12.259,5.59,20.63,0.0,0.0,19.5,19.5,0.0,0.15
Shadehill,"2022-12-01 00:00",88623.0,2265.07,-83.242,23.345,12.13,38.93,0.0,0.0,19.608,19.608,0.0,0.15
Shadehill,"2022-12-02 00:00",88459.0,2265.03,-63.05,10.132,2.85,26.25,0.0,0.0,19.633,19.633,0.0,0.15
Shadehill,"2022-12-03 00:00",88582.0,2265.06,81.644,15.755,-4.07,34.22,0.0,0.0,19.632,19.632,0.0,0.15
Shadehill,"2022-12-04 00:00",88704.0,2265.09,81.217,26.226,13.31,45.99,0.0,0.0,19.708,19.708,0.0,0.15
Shadehill,"2022-12-05 00:00",88745.0,2265.1,40.395,20.367,17.62,23.37,0.0,0.0,19.724,19.724,0.0,0.15
Shadehill,"2022-12-06 00:00",88623.0,2265.07,-41.785,13.394,2.45,19.32,0.0,0.0,19.724,19.724,0.0,0.15
Shadehill,"2022-12-07 00:00",88663.0,2265.08,39.846,5.219,-0.93,14.61,0.0,0.0,19.679,19.679,0.0,0.15
Shadehill,"2022-12-08 00:00",88663.0,2265.08,19.714,8.553,-4.6,30.17,0.0,0.0,19.714,19.714,0.0,0.15
Shadehill,"2022-12-09 00:00",88786.0,2265.11,81.763,11.005,-4.33,23.63,0.0,0.0,19.751,19.751,0.0,0.15
Shadehill,"2022-12-10 00:00",88745.0,2265.1,-0.927,21.188,12.52,34.61,0.0,0.0,19.743,19.743,0.0,0.15
Shadehill,"2022-12-11 00:00",88786.0,2265.11,40.451,15.858,6.9,25.59,0.0,0.0,19.78,19.78,0.0,0.15
Shadehill,"2022-12-12 00:00",88786.0,2265.11,19.781,16.326,7.95,22.98,0.0,0.0,19.781,19.781,0.0,0.15
Shadehill,"2022-12-13 00:00",88827.0,2265.12,40.458,23.985,22.33,28.47,0.0,0.0,19.787,19.787,0.0,0.15
Shadehill,"2022-12-14 00:00",88827.0,2265.12,19.786,16.916,11.47,22.33,0.0,0.0,19.786,19.786,0.0,0.15
Shadehill,"2022-12-15 00:00",88786.0,2265.11,-0.894,11.377,9.91,19.19,0.0,0.0,19.777,19.777,0.0,0.15
Shadehill,"2022-12-16 00:00",88786.0,2265.11,19.776,10.964,5.98,15.92,0.0,0.0,19.776,19.776,0.0,0.15
Shadehill,"2022-12-17 00:00",88745.0,2265.1,-0.915,2.005,-1.85,9.91,0.0,0.0,19.756,19.756,0.0,0.15
Shadehill,"2022-12-18 00:00",88704.0,2265.09,-0.94,-1.357,-3.16,3.11,0.0,0.0,19.731,19.731,0.0,0.15
Shadehill,"2022-12-19 00:00",88623.0,2265.07,-21.136,-3.117,-9.43,9.12,0.0,0.0,19.702,19.702,0.0,0.15
Shadehill,"2022-12-20 00:00",88663.0,2265.08,39.831,-8.314,-14.01,-1.33,0.0,0.0,19.664,19.664,0.0,0.15
Shadehill,"2022-12-21 00:00",88712.0,2265.092,44.166,-13.514,-15.05,-5.25,0.0,0.0,19.462,19.462,0.0,0.15
Shadehill,"2022-12-22 00:00",88761.0,2265.104,44.448,-14.821,-15.17,-13.99,0.0,0.0,19.743,19.74,0.0,0.15
Shadehill,"2022-12-23 00:00",88810.0,2265.116,44.505,-12.476,-15.32,-6.15,0.0,0.0,19.801,19.8,0.0,0.15
Shadehill,"2022-12-24 00:00",88859.0,2265.128,44.514,-2.5,-8.78,5.98,0.0,0.0,19.81,19.81,0.0,0.15
Shadehill,"2022-12-25 00:00",88908.0,2265.14,44.514,14.571,-2.24,39.45,0.02,0.02,19.81,19.81,0.0,0.15
Shadehill,"2022-12-26 00:00",88827.0,2265.12,-21.036,8.915,-4.73,22.59,0.0,0.02,19.801,19.801,0.0,0.15
Shadehill,"2022-12-27 00:00",88786.0,2265.11,-0.877,28.785,22.98,33.7,0.0,0.02,19.794,19.794,0.0,0.15
Shadehill,"2022-12-28 00:00",88623.0,2265.07,-62.449,35.162,25.33,40.24,0.0,0.02,19.73,19.73,0.0,0.15
Shadehill,"2022-12-29 00:00",88500.0,2265.04,-42.378,23.057,17.88,29.12,0.0,0.02,19.634,19.634,0.0,0.15
Shadehill,"2022-12-30 00:00",88541.0,2265.05,40.291,13.72,7.16,22.59,0.0,0.02,19.62,19.62,0.0,0.15
Shadehill,"2022-12-31 00:00",88500.0,2265.04,-1.027,18.222,5.59,31.08,0.0,0.02,19.644,19.644,0.0,0.15
Shadehill,"2023-01-01 00:00",88418.0,2265.02,-21.764,21.14,12.26,32.65,0.0,0.02,19.578,19.578,0.0,0.15
Shadehill,"2023-01-02 00:00",88418.0,2265.02,19.552,17.929,11.21,26.64,0.0,0.02,19.552,19.552,0.0,0.15
Shadehill,"2023-01-03 00:00",88418.0,2265.02,19.564,11.842,6.77,18.53,0.0,0.02,19.564,19.564,0.0,0.15
Shadehill,"2023-01-04 00:00",88377.0,2265.01,-1.128,13.922,6.9,27.29,0.01,0.03,19.542,19.542,0.0,0.15
Shadehill,"2023-01-05 00:00",88377.0,2265.01,19.521,15.091,5.46,29.78,0.0,0.03,19.521,19.521,0.0,0.15
Shadehill,"2023-01-06 00:00",88296.0,2264.99,-21.333,2.085,-5.77,8.86,0.0,0.03,19.504,19.504,0.0,0.15
Shadehill,"2023-01-07 00:00",88296.0,2264.99,19.5,4.03,-9.69,16.31,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-08 00:00",88377.0,2265.01,60.345,15.668,8.99,28.73,0.0,0.03,19.508,19.508,0.0,0.15
Shadehill,"2023-01-09 00:00",88337.0,2265.0,-0.651,25.569,8.73,38.54,0.0,0.03,19.516,19.516,0.0,0.15
Shadehill,"2023-01-10 00:00",88337.0,2265.0,19.507,20.253,9.64,30.69,0.0,0.03,19.507,19.507,0.0,0.15
Shadehill,"2023-01-11 00:00",88133.0,2264.95,-83.35,20.226,12.39,25.99,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-12 00:00",88092.0,2264.94,-1.171,18.955,17.1,21.02,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-13 00:00",88214.0,2264.97,81.008,22.136,14.22,38.67,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-14 00:00",88255.0,2264.98,40.171,28.706,17.23,41.28,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-15 00:00",88173.0,2264.96,-21.842,32.203,22.33,39.32,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-16 00:00",88051.0,2264.93,-42.008,23.618,21.15,27.16,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-17 00:00",88011.0,2264.92,-0.667,21.362,19.58,23.37,0.0,0.03,19.5,19.5,0.0,0.15
Shadehill,"2023-01-18 00:00",87970.0,2264.91,-1.171,24.051,20.89,27.42,0.01,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-19 00:00",87889.0,2264.89,-21.338,24.379,15.53,29.25,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-20 00:00",87889.0,2264.89,19.5,22.162,10.56,31.22,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-21 00:00",87889.0,2264.89,19.5,24.566,13.96,31.87,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-22 00:00",87848.0,2264.88,-1.171,22.985,4.94,35.14,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-23 00:00",87848.0,2264.88,19.5,28.459,20.5,33.83,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-24 00:00",87768.0,2264.86,-20.833,28.677,20.76,34.75,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-25 00:00",87768.0,2264.86,19.5,22.336,16.05,30.56,0.0,0.04,19.5,19.5,0.0,0.15
Shadehill,"2023-01-26 00:00",87889.0,2264.89,80.504,29.621,18.93,37.49,0.01,0.05,19.5,19.5,0.0,0.15
Shadehill,"2023-01-27 00:00",87768.0,2264.86,-41.504,25.072,13.96,32.78,0.01,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-01-28 00:00",87606.0,2264.82,-62.175,2.68,-5.25,13.96,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-01-29 00:00",87606.0,2264.82,19.5,-1.908,-9.82,5.85,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-01-30 00:00",87646.0,2264.83,39.667,-0.958,-13.62,9.91,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-01-31 00:00",87687.0,2264.84,40.171,11.024,-1.72,22.72,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-01 00:00",87646.0,2264.83,-1.171,24.052,15.79,34.61,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-02 00:00",87565.0,2264.81,-21.338,6.796,1.15,26.38,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-03 00:00",87687.0,2264.84,81.008,21.804,6.38,39.97,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-04 00:00",87646.0,2264.83,-1.171,35.81,28.08,44.81,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-05 00:00",87727.0,2264.85,60.338,33.826,25.46,41.41,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-06 00:00",87606.0,2264.82,-41.504,34.461,27.29,39.19,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-07 00:00",87565.0,2264.81,-1.171,35.129,26.64,45.99,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-08 00:00",87565.0,2264.81,19.5,35.218,27.42,45.6,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-09 00:00",87444.0,2264.78,-41.504,28.075,17.23,33.18,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-10 00:00",87525.0,2264.8,60.338,31.792,18.8,46.12,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-11 00:00",87565.0,2264.81,39.667,34.859,24.81,47.03,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-12 00:00",87565.0,2264.81,19.5,33.266,22.33,45.86,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-13 00:00",87768.0,2264.86,121.846,39.869,28.86,56.84,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-14 00:00",87565.0,2264.81,-82.846,25.397,11.08,34.48,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-15 00:00",87444.0,2264.78,-41.504,13.734,5.72,25.33,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-16 00:00",87484.0,2264.79,39.667,18.422,7.29,31.48,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-17 00:00",87525.0,2264.8,40.171,31.005,19.97,43.9,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-18 00:00",87525.0,2264.8,19.5,33.434,22.72,46.25,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-19 00:00",87646.0,2264.83,80.504,30.878,24.16,39.58,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-20 00:00",87565.0,2264.81,-21.338,25.794,12.39,33.18,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-21 00:00",87525.0,2264.8,-0.667,8.924,-1.59,14.48,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-22 00:00",87444.0,2264.78,-21.338,-5.807,-8.52,-0.54,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-23 00:00",87282.0,2264.74,-62.175,-8.72,-15.32,-3.03,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-24 00:00",87525.0,2264.8,142.013,-9.344,-14.79,-0.02,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-25 00:00",87606.0,2264.82,60.338,16.127,-12.31,39.06,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-26 00:00",87727.0,2264.85,80.504,19.985,5.46,32.92,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-27 00:00",87606.0,2264.82,-41.504,30.237,14.09,39.45,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-02-28 00:00",87687.0,2264.84,60.338,24.625,13.31,32.39,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-03-01 00:00",87565.0,2264.81,-42.008,13.742,7.16,18.93,0.0,0.06,19.5,19.5,0.0,0.15
Shadehill,"2023-03-02 00:00",87687.0,2264.84,81.008,25.129,9.38,37.62,0.01,0.07,19.5,19.5,0.0,0.15
Shadehill,"2023-03-03 00:00",87606.0,2264.82,-21.338,29.651,19.84,37.88,0.0,0.07,19.5,19.5,0.0,0.15
Shadehill,"2023-03-04 00:00",87606.0,2264.82,19.5,26.535,13.7,39.71,0.0,0.07,19.5,19.5,0.0,0.15
Shadehill,"2023-03-05 00:00",87525.0,2264.8,-21.338,27.435,23.76,30.17,0.01,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-06 00:00",87444.0,2264.78,-21.338,11.914,4.28,23.89,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-07 00:00",87444.0,2264.78,19.5,4.796,-1.46,11.74,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-08 00:00",87484.0,2264.79,39.667,11.423,2.98,17.23,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-09 00:00",87525.0,2264.8,40.171,14.382,8.6,19.45,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-10 00:00",87768.0,2264.86,142.013,20.398,15.4,25.72,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-11 00:00",87646.0,2264.83,-42.008,21.442,12.26,28.6,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-12 00:00",87565.0,2264.81,-21.338,11.889,1.8,16.97,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-13 00:00",87687.0,2264.84,81.008,6.49,-8.91,25.2,0.0,0.08,19.5,19.5,0.0,0.15
Shadehill,"2023-03-14 00:00",87768.0,2264.86,60.338,23.912,7.81,42.59,0.01,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-15 00:00",87727.0,2264.85,-1.171,25.584,20.5,29.65,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-16 00:00",87687.0,2264.84,-0.667,25.301,19.19,30.17,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-17 00:00",87646.0,2264.83,-1.171,15.212,5.72,25.59,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-18 00:00",87727.0,2264.85,60.338,13.235,-2.37,31.22,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-19 00:00",87848.0,2264.88,80.504,26.63,12.0,39.71,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-20 00:00",87848.0,2264.88,19.5,17.542,11.87,25.07,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-21 00:00",87970.0,2264.91,81.008,16.541,12.91,19.45,0.0,0.09,19.5,19.5,0.0,0.15
Shadehill,"2023-03-22 00:00",88051.0,2264.93,60.338,17.372,6.9,29.39,0.02,0.11,19.5,19.5,0.0,0.15
Shadehill,"2023-03-23 00:00",88255.0,2264.98,122.35,21.056,4.55,34.75,0.0,0.11,19.5,19.5,0.0,0.15
Shadehill,"2023-03-24 00:00",88500.0,2265.04,143.056,27.447,15.66,39.45,0.01,0.12,19.535,19.535,0.0,0.15
